customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1701-OWBLV,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,90.27,1208.62,No
3669-SZJOI,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,100.64,6533.23,No
1781-UYLSW,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,56.74,2132.52,No
3531-QBIBY,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.1,102.72,No
3089-LDPNH,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.01,55.29,No
1778-BAFKE,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.49,399.27,No
0607-IGUCJ,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.98,186.72,No
3968-IQMQK,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,89.57,3740.72,No
3476-GUJUT,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,92.63,2122.04,No
2876-QYSJB,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.97,302.95,No
4502-CKSND,Male,0,No,No,40,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,57.44,2083.0,No
4177-ZNTPG,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,73.05,4351.96,No
2598-OHRJF,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),89.14,3114.73,No
0477-ZEENK,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.28,2533.29,No
4111-DJSOM,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.68,101.94,Yes
3539-PMIPD,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.23,61.36,Yes
2169-VFTEZ,Male,1,No,Yes,36,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.58,3321.16,Yes
4296-HTMOQ,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,73.53,960.95,No
0996-YCAIF,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.22,1303.42,Yes
2436-XMLEU,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.7,3270.5,No
0155-EJSDF,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,75.18,1195.12,Yes
0724-LVTYW,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.81,330.72,Yes
0141-EVCRP,Female,1,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.1,4136.57,No
1779-UZGIU,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.44,267.79,Yes
2571-SUUES,Female,0,Yes,No,44,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.73,3147.77,No
2053-QAQMG,Male,1,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),72.84,4513.03,No
5211-VWBAM,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.38,219.57,Yes
3881-WYLNH,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),112.5,2231.02,Yes
0561-GIEXS,Female,1,Yes,No,42,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,68.34,2940.52,No
0073-HZOMY,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.79,1287.53,No
3917-MUZOC,Female,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,76.64,4968.19,No
0496-QSHWG,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.64,1426.48,No
4484-YOHFV,Female,0,No,Yes,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),92.74,2054.78,No
0574-RWSCE,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,84.92,1565.79,No
0135-WREJL,Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),65.9,3321.68,Yes
2241-GYHOD,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.18,1243.98,No
1288-QYSKW,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,97.74,3727.58,No
4452-TSYAT,Male,0,No,No,37,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,56.86,1980.98,No
3908-YUNYT,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.14,396.58,No
3054-DZLZQ,Female,1,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.2,294.67,Yes
1025-HDIGP,Female,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.5,1820.58,Yes
4495-SVYUW,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.22,51.73,Yes
1120-AOEXO,Male,1,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.99,4278.19,Yes
2506-RAIPO,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,63.8,2068.52,No
0704-KYPTG,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.68,1155.29,No
2594-ZFSQD,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.75,243.07,Yes
1413-ZNZBF,Male,0,Yes,No,26,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.59,2171.5,Yes
1357-GLUKK,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.55,739.77,No
2550-FRINI,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),84.35,1868.1,No
4252-UIBWD,Male,0,No,No,51,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.94,3138.9,No
1852-ADMDA,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,84.24,572.18,Yes
2635-NUWKS,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,75.64,4056.24,No
4518-KNXYN,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.26,272.81,Yes
2433-PHDVE,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,73.58,3215.4,No
0195-KITLQ,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,82.33,769.05,Yes
0530-LRTXD,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,278.3,No
2836-SMRUA,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.94,622.75,Yes
0956-WARNP,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.11,640.65,Yes
0314-RTEJS,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,82.39,5225.84,No
3048-XWVER,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.58,,Yes
1854-WBMSD,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.52,941.39,No
0173-WEHQQ,Female,0,Yes,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.36,1281.05,No
1215-QVGNK,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.39,646.63,No
5022-XZMRI,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,57.98,551.08,No
5155-BBYGC,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.52,620.83,Yes
5242-PMNJW,Female,1,No,No,17,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,76.9,1219.0,Yes
1819-QMFXN,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),60.29,3615.46,No
4125-FMXDX,Male,1,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.55,1138.7,No
1299-SLZTU,Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.6,186.16,Yes
3784-ZWBVS,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,78.67,4529.8,No
2801-QVUAV,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.1,848.86,No
4611-TQCLT,Male,1,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,85.56,2650.51,No
2410-TEQYH,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.34,4794.41,No
4821-NAMKC,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.78,272.77,No
1785-DKOOQ,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.38,447.62,No
3952-URWHW,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.34,50.6,Yes
4731-ENYJO,Female,0,No,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.32,1160.51,No
2508-MEUNJ,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,86.75,5014.42,No
3273-MUVQC,Male,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,86.17,4865.63,No
0810-SQVKH,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),91.68,3072.46,No
5245-GIXLY,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),86.12,2822.01,No
2880-ZBIVK,Male,1,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.33,976.3,No
0939-QAEBU,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.4,3545.92,No
2919-DAXOD,Male,0,Yes,Yes,33,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),53.72,1757.44,Yes
4520-OMAIW,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.67,1446.97,Yes
4476-AEYRB,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.13,1154.78,Yes
2127-FQBBO,Male,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.88,280.85,No
2337-LSARG,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.77,35.14,No
4112-WWMEX,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,85.45,5396.38,No
3529-RTHZL,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,105.08,5464.28,No
5012-XBZNF,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.36,3099.51,No
5129-PJTTE,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.27,500.16,No
1551-SHIQW,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,95.48,3812.63,Yes
1334-SLRHJ,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,3378.16,No
1179-QXJRM,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.86,603.46,No
3393-BWHLJ,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,100.53,2694.74,Yes
5269-SPZYO,Male,0,No,No,8,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.69,642.83,Yes
3418-LWHBC,Male,1,No,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.21,420.89,No
0237-VANJM,Male,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.06,1194.17,No
2985-UOVAT,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.28,89.61,No
5220-QCURU,Female,1,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,84.93,5524.32,No
4120-WLHKC,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.13,2562.22,No
0339-YQHMT,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.78,75.56,Yes
1566-EKYSW,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.13,605.71,Yes
4992-MQAUQ,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.97,190.75,No
4935-ABAYI,Female,1,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.02,5882.51,Yes
3414-TNRYR,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),71.78,511.62,Yes
4467-RGYNE,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.08,1422.71,No
0346-SXMZF,Female,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.01,1226.55,Yes
5128-ENQTD,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.63,868.22,No
0936-PMPGI,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.21,880.04,Yes
4230-JZIZU,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),81.79,2257.08,No
0925-KAPAX,Female,1,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.87,3047.38,Yes
4223-BCVGO,Male,1,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),89.32,5656.47,No
4068-ZPIPL,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),80.89,4336.13,No
4989-JBNAF,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.36,730.56,Yes
1880-PCVMM,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),91.41,54.85,No
1341-CZKTQ,Male,1,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,68.56,1825.8,Yes
4395-MUQNO,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),90.05,5573.89,No
2236-YSCGY,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),62.09,1310.43,Yes
3150-JUIVL,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.09,3989.66,Yes
3559-MUGVK,Female,0,No,Yes,66,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.69,4681.04,No
4080-RGTDB,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,84.53,4185.11,Yes
1213-HWUAG,Male,1,Yes,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),73.69,2386.8,No
0712-XALEE,Female,0,Yes,No,59,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),72.16,3991.62,No
5213-WCYOD,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),98.87,1710.57,No
1665-FCYIC,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,78.37,767.76,Yes
3823-CGCYB,Male,1,No,No,14,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.51,739.4,Yes
1377-KXSQS,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,93.9,3496.7,Yes
0766-QNPTZ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.54,51.32,No
3197-VFPOV,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.08,1143.83,No
2173-MRMBS,Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),69.47,152.8,Yes
1956-BNBLT,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,94.29,2767.72,Yes
1183-IDQXX,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,88.67,4893.04,No
0391-RFVXJ,Female,0,No,No,23,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),97.85,2287.23,No
0335-OUSIT,Female,1,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,74.32,570.83,Yes
1874-ZJNSM,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,67.75,4028.04,No
3759-NQDNW,Female,0,No,No,0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,59.55,,No
4216-VWKDB,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.61,3515.35,Yes
3204-AWNPF,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.94,5862.79,No
4704-ZSKQZ,Female,0,Yes,Yes,26,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.0,1690.53,No
4673-QYVZN,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),74.61,876.07,Yes
1945-ZZVHB,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),97.67,3534.78,No
1688-TZFSK,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.24,1211.11,No
2994-PDWFA,Male,1,No,No,50,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,78.24,3615.52,No
1348-KQJSW,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),92.88,1628.51,Yes
4229-ISWNN,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.54,807.08,No
3018-UOHQB,Male,1,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.38,1728.03,No
3043-RCARV,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,80.91,778.56,Yes
2112-BNNWJ,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.75,5777.51,Yes
4926-DSGKF,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.84,2938.29,No
4499-ELIEC,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,86.95,906.8,No
0115-NAXFD,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.24,1040.5,Yes
2280-XKMED,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.13,161.67,No
2073-WPXTO,Female,0,No,Yes,42,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.8,2450.64,No
3045-MKZDN,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.63,335.09,Yes
1574-JVVVK,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,103.23,5006.74,No
4508-XUJAS,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.3,1112.7,No
2223-ZXRHI,Female,0,No,No,51,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),81.65,4043.88,No
2043-LUUNN,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,103.83,6455.37,No
5068-BMDHM,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,74.2,,Yes
2955-EYQSR,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,96.81,5693.72,No
0091-DHGEL,Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,53.77,2893.96,No
3796-HZAKB,Male,1,No,No,12,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.2,795.84,No
0045-XJEDR,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),76.36,2533.52,No
3249-PONAA,Male,1,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.72,235.67,No
4509-LEZWZ,Male,1,No,No,29,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.55,2131.91,Yes
3446-WDOIS,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.06,398.56,No
1465-GZRNQ,Female,1,No,No,8,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.1,515.02,Yes
0894-PLRKK,Female,0,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.46,1069.41,Yes
2750-MJFPS,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,80.59,271.45,Yes
2850-WOPLR,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),96.17,2780.71,No
